,Statistic,Year,Engine Capacity cc,Car Make,Emission Band,county,car_count
14923,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Ssangyong,All bands,Westmeath,0
14924,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Ssangyong,All bands,Wexford,1
14925,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Ssangyong,All bands,Wicklow,0
14926,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Ssangyong,All bands,Limerick,1
14927,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Ssangyong,All bands,Waterford,0
14928,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Ssangyong,All bands,Tipperary,0
14929,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Ssangyong,All bands,Cork,3
14930,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Ssangyong,All bands,Dublin,3
14932,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Carlow,1
14933,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Cavan,0
14934,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Clare,7
14935,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Donegal,3
14936,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Galway,2
14937,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Kerry,2
14938,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Kildare,2
14939,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Kilkenny,1
14940,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Laois,0
14941,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Leitrim,3
14942,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Longford,1
14943,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Louth,2
14944,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Mayo,4
14945,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Meath,5
14946,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Monaghan,2
14947,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Offaly,2
14948,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Roscommon,2
14949,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Sligo,2
14950,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Westmeath,6
14951,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Wexford,0
14952,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Wicklow,4
14953,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Limerick,4
14954,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Waterford,0
14955,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Tipperary,2
14956,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Cork,10
14957,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Subaru,All bands,Dublin,25
14959,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Carlow,5
14960,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Cavan,5
14961,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Clare,15
14962,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Donegal,35
14963,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Galway,22
14964,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Kerry,8
14965,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Kildare,35
14966,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Kilkenny,11
14967,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Laois,5
14968,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Leitrim,7
14969,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Longford,7
14970,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Louth,16
14971,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Mayo,5
14972,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Meath,11
14973,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Monaghan,14
14974,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Offaly,5
14975,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Roscommon,11
14976,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Sligo,10
14977,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Westmeath,5
14978,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Wexford,8
14979,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Wicklow,26
14980,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Limerick,4
14981,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Waterford,9
14982,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Tipperary,12
14983,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Cork,47
14984,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Suzuki,All bands,Dublin,155
14986,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Carlow,60
14987,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Cavan,191
14988,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Clare,244
14989,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Donegal,709
14990,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Galway,536
14991,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Kerry,172
14992,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Kildare,301
14993,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Kilkenny,109
14994,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Laois,90
14995,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Leitrim,61
14996,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Longford,102
14997,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Louth,261
14998,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Mayo,266
14999,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Meath,256
15000,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Monaghan,102
15001,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Offaly,70
15002,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Roscommon,87
15003,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Sligo,101
15004,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Westmeath,126
15005,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Wexford,151
15006,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Wicklow,107
15007,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Limerick,212
15008,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Waterford,167
15009,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Tipperary,208
15010,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Cork,770
15011,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Toyota,All bands,Dublin,1540
15013,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Carlow,78
15014,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Cavan,189
15015,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Clare,121
15016,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Donegal,585
15017,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Galway,369
15018,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Kerry,169
15019,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Kildare,259
15020,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Kilkenny,94
15021,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Laois,109
15022,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Leitrim,99
15023,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Longford,80
15024,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Louth,258
15025,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Mayo,305
15026,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Meath,259
15027,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Monaghan,294
15028,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Offaly,95
15029,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Roscommon,110
15030,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Sligo,164
15031,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Westmeath,119
15032,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Wexford,137
15033,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Wicklow,121
15034,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Limerick,179
15035,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Waterford,90
15036,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Tipperary,147
15037,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Cork,470
15038,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Vauxhall,All bands,Dublin,1001
15040,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Carlow,165
15041,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Cavan,319
15042,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Clare,363
15043,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Donegal,728
15044,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Galway,824
15045,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Kerry,270
15046,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Kildare,509
15047,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Kilkenny,233
15048,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Laois,209
15049,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Leitrim,185
15050,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Longford,239
15051,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Louth,536
15052,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Mayo,499
15053,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Meath,640
15054,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Monaghan,388
15055,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Offaly,207
15056,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Roscommon,269
15057,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Sligo,237
15058,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Westmeath,305
15059,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Wexford,338
15060,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Wicklow,273
15061,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Limerick,480
15062,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Waterford,265
15063,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Tipperary,523
15064,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Cork,1097
15065,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volkswagen,All bands,Dublin,2297
15067,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Carlow,19
15068,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Cavan,27
15069,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Clare,43
15070,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Donegal,62
15071,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Galway,129
15072,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Kerry,67
15073,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Kildare,116
15074,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Kilkenny,41
15075,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Laois,26
15076,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Leitrim,18
15077,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Longford,17
15078,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Louth,50
15079,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Mayo,62
15080,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Meath,92
15081,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Monaghan,32
15082,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Offaly,21
15083,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Roscommon,31
15084,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Sligo,31
15085,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Westmeath,28
15086,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Wexford,42
15087,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Wicklow,54
15088,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Limerick,62
15089,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Waterford,38
15090,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Tipperary,73
15091,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Cork,183
15092,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),Volvo,All bands,Dublin,574
15121,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Carlow,1
15122,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Cavan,5
15123,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Clare,2
15124,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Donegal,9
15125,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Galway,15
15126,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Kerry,12
15127,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Kildare,10
15128,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Kilkenny,2
15129,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Laois,4
15130,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Leitrim,2
15131,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Longford,7
15132,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Louth,6
15133,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Mayo,4
15134,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Meath,13
15135,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Monaghan,6
15136,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Offaly,6
15137,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Roscommon,1
15138,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Sligo,5
15139,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Westmeath,4
15140,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Wexford,4
15141,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Wicklow,17
15142,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Limerick,7
15143,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Waterford,8
15144,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Tipperary,11
15145,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Cork,29
15146,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),All other makes,All bands,Dublin,127
15148,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Carlow,1
15149,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Cavan,1
15150,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Clare,2
15151,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Donegal,7
15152,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Galway,9
15153,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Kerry,6
15154,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Kildare,15
15155,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Kilkenny,2
15156,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Laois,4
15157,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Leitrim,1
15158,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Longford,1
15159,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Louth,2
15160,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Mayo,4
15161,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Meath,8
15162,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Monaghan,3
15163,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Offaly,1
15164,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Roscommon,3
15165,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Sligo,3
15166,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Westmeath,2
15167,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Wexford,3
15168,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Wicklow,4
15169,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Limerick,5
15170,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Waterford,2
15171,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Tipperary,5
15172,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Cork,18
15173,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Alfa Romeo,All bands,Dublin,53
15175,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Carlow,119
15176,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Cavan,195
15177,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Clare,260
15178,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Donegal,428
15179,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Galway,512
15180,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Kerry,235
15181,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Kildare,435
15182,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Kilkenny,176
15183,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Laois,140
15184,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Leitrim,96
15185,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Longford,121
15186,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Louth,322
15187,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Mayo,269
15188,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Meath,433
15189,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Monaghan,209
15190,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Offaly,141
15191,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Roscommon,146
15192,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Sligo,103
15193,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Westmeath,191
15194,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Wexford,238
15195,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Wicklow,195
15196,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Limerick,438
15197,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Waterford,199
15198,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Tipperary,313
15199,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Cork,819
15200,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Audi,All bands,Dublin,1871
15202,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Carlow,1
15203,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Cavan,0
15204,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Clare,0
15205,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Donegal,0
15206,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Galway,0
15207,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Kerry,0
15208,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Kildare,0
15209,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Kilkenny,0
15210,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Laois,0
15211,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Leitrim,0
15212,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Longford,0
15213,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Louth,0
15214,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Mayo,0
15215,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Meath,1
15216,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Monaghan,0
15217,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Offaly,0
15218,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Roscommon,0
15219,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Sligo,0
15220,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Westmeath,0
15221,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Wexford,0
15222,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Wicklow,0
15223,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Limerick,0
15224,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Waterford,0
15225,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Tipperary,0
15226,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Cork,0
15227,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),Austin,All bands,Dublin,1
15229,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Carlow,61
15230,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Cavan,135
15231,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Clare,166
15232,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Donegal,329
15233,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Galway,400
15234,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Kerry,128
15235,Second Hand Private Cars,2018,All engine capacities with respect to private cars (cc),BMW,All bands,Kildare,403
