"Statistic","Year","Engine Capacity cc","Car Make","Emission Band","Licensing Authority","UNIT","VALUE"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Leitrim","Number","2"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Longford","Number","2"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Louth","Number","7"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Mayo","Number","9"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Meath","Number","13"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Monaghan","Number","3"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Offaly","Number","2"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Roscommon","Number","3"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Sligo","Number","5"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Westmeath","Number","8"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Wexford","Number","7"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Wicklow","Number","17"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Limerick","Number","10"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Waterford","Number","9"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Tipperary","Number","9"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Cork","Number","35"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  F","Dublin","Number","105"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","All licensing authorities","Number","337"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Carlow","Number","5"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Cavan","Number","1"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Clare","Number","5"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Donegal","Number","5"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Galway","Number","19"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Kerry","Number","4"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Kildare","Number","19"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Kilkenny","Number","10"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Laois","Number","3"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Leitrim","Number","2"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Longford","Number","1"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Louth","Number","6"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Mayo","Number","7"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Meath","Number","17"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Monaghan","Number","4"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Offaly","Number","4"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Roscommon","Number","2"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Sligo","Number","3"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Westmeath","Number","8"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Wexford","Number","10"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Wicklow","Number","20"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Limerick","Number","9"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Waterford","Number","5"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Tipperary","Number","10"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Cork","Number","41"
"Second Hand Private Cars","2018",">2400 cc","All makes","Band  G","Dublin","Number","117"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","All licensing authorities","Number","160"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Carlow","Number","0"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Cavan","Number","0"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Clare","Number","4"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Donegal","Number","4"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Galway","Number","10"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Kerry","Number","12"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Kildare","Number","9"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Kilkenny","Number","1"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Laois","Number","2"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Leitrim","Number","1"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Longford","Number","0"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Louth","Number","6"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Mayo","Number","6"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Meath","Number","11"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Monaghan","Number","1"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Offaly","Number","1"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Roscommon","Number","2"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Sligo","Number","0"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Westmeath","Number","5"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Wexford","Number","7"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Wicklow","Number","8"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Limerick","Number","6"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Waterford","Number","2"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Tipperary","Number","10"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Cork","Number","12"
"Second Hand Private Cars","2018",">2400 cc","All makes","Not available","Dublin","Number","40"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","All licensing authorities","Number","108895"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Carlow","Number","1148"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Cavan","Number","2171"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Clare","Number","3064"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Donegal","Number","6227"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Galway","Number","6480"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Kerry","Number","2711"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Kildare","Number","5247"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Kilkenny","Number","1782"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Laois","Number","1582"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Leitrim","Number","935"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Longford","Number","1200"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Louth","Number","4021"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Mayo","Number","3292"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Meath","Number","5155"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Monaghan","Number","2389"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Offaly","Number","1344"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Roscommon","Number","1644"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Sligo","Number","1535"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Westmeath","Number","2058"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Wexford","Number","3215"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Wicklow","Number","2803"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Limerick","Number","4024"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Waterford","Number","2039"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Tipperary","Number","3324"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Cork","Number","10750"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","All bands","Dublin","Number","28755"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","All licensing authorities","Number","71998"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Carlow","Number","776"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Cavan","Number","1480"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Clare","Number","2074"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Donegal","Number","4050"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Galway","Number","4474"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Kerry","Number","1721"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Kildare","Number","3499"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Kilkenny","Number","1183"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Laois","Number","1078"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Leitrim","Number","603"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Longford","Number","814"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Louth","Number","2764"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Mayo","Number","2143"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Meath","Number","3419"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Monaghan","Number","1601"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Offaly","Number","923"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Roscommon","Number","1148"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Sligo","Number","1003"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Westmeath","Number","1414"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Wexford","Number","2168"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Wicklow","Number","1766"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Limerick","Number","2668"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Waterford","Number","1320"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Tipperary","Number","2221"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Cork","Number","6932"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Dublin","Number","18756"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","All licensing authorities","Number","25556"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Carlow","Number","250"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Cavan","Number","493"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Clare","Number","725"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Donegal","Number","1519"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Galway","Number","1388"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Kerry","Number","670"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Kildare","Number","1202"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Kilkenny","Number","416"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Laois","Number","334"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Leitrim","Number","217"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Longford","Number","275"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Louth","Number","886"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Mayo","Number","784"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Meath","Number","1169"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Monaghan","Number","560"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Offaly","Number","277"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Roscommon","Number","335"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Sligo","Number","377"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Westmeath","Number","455"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Wexford","Number","714"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Wicklow","Number","700"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Limerick","Number","1002"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Waterford","Number","490"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Tipperary","Number","761"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Cork","Number","2740"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Dublin","Number","6817"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","All licensing authorities","Number","5659"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Carlow","Number","58"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Cavan","Number","110"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Clare","Number","130"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Donegal","Number","360"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Galway","Number","317"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Kerry","Number","133"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Kildare","Number","289"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Kilkenny","Number","94"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Laois","Number","84"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Leitrim","Number","64"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Longford","Number","64"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Louth","Number","195"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Mayo","Number","165"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Meath","Number","270"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Monaghan","Number","135"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Offaly","Number","76"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Roscommon","Number","72"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Sligo","Number","88"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Westmeath","Number","88"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Wexford","Number","150"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Wicklow","Number","136"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Limerick","Number","179"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Waterford","Number","97"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Tipperary","Number","153"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Cork","Number","533"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Dublin","Number","1619"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","All licensing authorities","Number","2232"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Carlow","Number","24"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Cavan","Number","33"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Clare","Number","45"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Donegal","Number","123"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Galway","Number","124"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Kerry","Number","66"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Kildare","Number","92"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Kilkenny","Number","40"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Laois","Number","30"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Leitrim","Number","22"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Longford","Number","21"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Louth","Number","71"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Mayo","Number","73"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Meath","Number","120"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Monaghan","Number","38"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Offaly","Number","18"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Roscommon","Number","36"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Sligo","Number","29"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Westmeath","Number","46"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Wexford","Number","62"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Wicklow","Number","73"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Limerick","Number","69"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Waterford","Number","60"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Tipperary","Number","74"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Cork","Number","210"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Dublin","Number","633"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","All licensing authorities","Number","1273"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Carlow","Number","13"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Cavan","Number","19"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Clare","Number","34"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Donegal","Number","58"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Galway","Number","61"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Kerry","Number","35"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Kildare","Number","69"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Kilkenny","Number","12"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Laois","Number","31"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Leitrim","Number","6"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Longford","Number","9"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Louth","Number","46"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Mayo","Number","36"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Meath","Number","60"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Monaghan","Number","28"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Offaly","Number","20"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Roscommon","Number","7"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Sligo","Number","16"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Westmeath","Number","13"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Wexford","Number","45"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Wicklow","Number","38"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Limerick","Number","35"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Waterford","Number","19"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Tipperary","Number","36"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Cork","Number","150"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Dublin","Number","377"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","All licensing authorities","Number","892"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Carlow","Number","9"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Cavan","Number","13"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Clare","Number","26"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Donegal","Number","46"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Galway","Number","48"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Kerry","Number","33"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Kildare","Number","40"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Kilkenny","Number","19"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Laois","Number","8"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Leitrim","Number","4"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Longford","Number","8"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Louth","Number","23"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Mayo","Number","37"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Meath","Number","54"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Monaghan","Number","15"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Offaly","Number","12"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Roscommon","Number","17"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Sligo","Number","11"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Westmeath","Number","13"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Wexford","Number","30"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Wicklow","Number","28"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Limerick","Number","31"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Waterford","Number","24"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Tipperary","Number","33"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Cork","Number","76"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Dublin","Number","234"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","All licensing authorities","Number","550"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Carlow","Number","8"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Cavan","Number","12"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Clare","Number","8"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Donegal","Number","26"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Galway","Number","28"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Kerry","Number","21"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Kildare","Number","28"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Kilkenny","Number","7"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Laois","Number","5"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Leitrim","Number","4"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Longford","Number","4"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Louth","Number","13"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Mayo","Number","16"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Meath","Number","22"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Monaghan","Number","4"
"Second Hand Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Offaly","Number","2"
