"Statistic","Year","Engine Capacity cc","Car Make","Emission Band","Licensing Authority","UNIT","VALUE"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Kilkenny","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Laois","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Leitrim","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Longford","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Louth","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Mayo","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Meath","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Monaghan","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Offaly","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Roscommon","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Sligo","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Westmeath","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Wexford","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Wicklow","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Limerick","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Waterford","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Tipperary","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Cork","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Jeep","All bands","Dublin","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","All licensing authorities","Number","3331"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Carlow","Number","33"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Cavan","Number","34"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Clare","Number","99"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Donegal","Number","222"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Galway","Number","177"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Kerry","Number","124"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Kildare","Number","168"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Kilkenny","Number","64"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Laois","Number","90"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Leitrim","Number","25"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Longford","Number","29"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Louth","Number","114"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Mayo","Number","59"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Meath","Number","122"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Monaghan","Number","43"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Offaly","Number","51"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Roscommon","Number","31"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Sligo","Number","50"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Westmeath","Number","86"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Wexford","Number","89"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Wicklow","Number","78"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Limerick","Number","100"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Waterford","Number","66"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Tipperary","Number","143"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Cork","Number","587"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Kia","All bands","Dublin","Number","647"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","All licensing authorities","Number","577"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Carlow","Number","11"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Cavan","Number","6"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Clare","Number","9"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Donegal","Number","15"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Galway","Number","29"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Kerry","Number","5"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Kildare","Number","28"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Kilkenny","Number","11"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Laois","Number","3"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Leitrim","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Longford","Number","3"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Louth","Number","19"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Mayo","Number","23"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Meath","Number","28"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Monaghan","Number","14"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Offaly","Number","5"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Roscommon","Number","7"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Sligo","Number","3"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Westmeath","Number","10"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Wexford","Number","12"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Wicklow","Number","28"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Limerick","Number","13"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Waterford","Number","11"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Tipperary","Number","14"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Cork","Number","48"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Land Rover","All bands","Dublin","Number","221"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","All licensing authorities","Number","1553"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Carlow","Number","5"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Cavan","Number","14"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Clare","Number","23"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Donegal","Number","37"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Galway","Number","148"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Kerry","Number","28"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Kildare","Number","61"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Kilkenny","Number","9"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Laois","Number","11"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Leitrim","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Longford","Number","3"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Louth","Number","32"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Mayo","Number","26"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Meath","Number","50"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Monaghan","Number","8"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Offaly","Number","12"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Roscommon","Number","13"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Sligo","Number","12"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Westmeath","Number","16"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Wexford","Number","23"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Wicklow","Number","40"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Limerick","Number","28"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Waterford","Number","11"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Tipperary","Number","24"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Cork","Number","115"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Lexus","All bands","Dublin","Number","803"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","All licensing authorities","Number","1562"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Carlow","Number","32"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Cavan","Number","16"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Clare","Number","38"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Donegal","Number","46"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Galway","Number","67"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Kerry","Number","36"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Kildare","Number","89"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Kilkenny","Number","33"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Laois","Number","22"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Leitrim","Number","14"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Longford","Number","14"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Louth","Number","61"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Mayo","Number","36"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Meath","Number","82"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Monaghan","Number","21"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Offaly","Number","26"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Roscommon","Number","17"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Sligo","Number","17"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Westmeath","Number","26"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Wexford","Number","71"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Wicklow","Number","39"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Limerick","Number","60"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Waterford","Number","36"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Tipperary","Number","55"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Cork","Number","167"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mazda","All bands","Dublin","Number","441"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","All licensing authorities","Number","5735"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Carlow","Number","66"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Cavan","Number","97"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Clare","Number","99"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Donegal","Number","151"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Galway","Number","360"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Kerry","Number","133"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Kildare","Number","311"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Kilkenny","Number","90"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Laois","Number","75"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Leitrim","Number","22"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Longford","Number","47"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Louth","Number","168"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Mayo","Number","148"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Meath","Number","298"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Monaghan","Number","106"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Offaly","Number","61"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Roscommon","Number","92"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Sligo","Number","64"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Westmeath","Number","78"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Wexford","Number","138"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Wicklow","Number","167"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Limerick","Number","168"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Waterford","Number","98"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Tipperary","Number","181"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Cork","Number","550"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mercedes Benz","All bands","Dublin","Number","1967"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","All licensing authorities","Number","937"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Carlow","Number","8"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Cavan","Number","14"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Clare","Number","17"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Donegal","Number","37"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Galway","Number","53"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Kerry","Number","17"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Kildare","Number","49"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Kilkenny","Number","17"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Laois","Number","13"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Leitrim","Number","5"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Longford","Number","8"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Louth","Number","35"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Mayo","Number","28"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Meath","Number","56"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Monaghan","Number","23"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Offaly","Number","8"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Roscommon","Number","12"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Sligo","Number","13"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Westmeath","Number","13"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Wexford","Number","32"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Wicklow","Number","34"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Limerick","Number","32"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Waterford","Number","12"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Tipperary","Number","21"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Cork","Number","100"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mini","All bands","Dublin","Number","280"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","All licensing authorities","Number","1132"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Carlow","Number","7"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Cavan","Number","15"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Clare","Number","25"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Donegal","Number","39"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Galway","Number","123"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Kerry","Number","18"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Kildare","Number","72"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Kilkenny","Number","20"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Laois","Number","6"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Leitrim","Number","8"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Longford","Number","6"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Louth","Number","40"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Mayo","Number","22"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Meath","Number","75"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Monaghan","Number","12"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Offaly","Number","11"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Roscommon","Number","13"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Sligo","Number","14"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Westmeath","Number","20"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Wexford","Number","43"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Wicklow","Number","44"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Limerick","Number","17"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Waterford","Number","11"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Tipperary","Number","22"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Cork","Number","91"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Mitsubishi","All bands","Dublin","Number","358"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","All licensing authorities","Number","6006"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Carlow","Number","63"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Cavan","Number","108"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Clare","Number","166"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Donegal","Number","291"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Galway","Number","327"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Kerry","Number","151"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Kildare","Number","313"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Kilkenny","Number","72"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Laois","Number","85"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Leitrim","Number","43"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Longford","Number","64"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Louth","Number","282"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Mayo","Number","161"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Meath","Number","296"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Monaghan","Number","108"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Offaly","Number","81"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Roscommon","Number","103"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Sligo","Number","93"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Westmeath","Number","113"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Wexford","Number","173"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Wicklow","Number","148"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Limerick","Number","205"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Waterford","Number","123"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Tipperary","Number","152"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Cork","Number","514"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Nissan","All bands","Dublin","Number","1771"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","All licensing authorities","Number","7"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Carlow","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Cavan","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Clare","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Donegal","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Galway","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Kerry","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Kildare","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Kilkenny","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Laois","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Leitrim","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Longford","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Louth","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Mayo","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Meath","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Monaghan","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Offaly","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Roscommon","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Sligo","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Westmeath","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Wexford","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Wicklow","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Limerick","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Waterford","Number","1"
