,Statistic,Year,Engine Capacity cc,Emission Band,county,car_count
12856,New Private Cars,2015,901-1000 cc,Not available,Donegal,0.0
12857,New Private Cars,2015,901-1000 cc,Not available,Galway,0.0
12858,New Private Cars,2015,901-1000 cc,Not available,Kerry,0.0
12859,New Private Cars,2015,901-1000 cc,Not available,Kildare,0.0
12860,New Private Cars,2015,901-1000 cc,Not available,Kilkenny,0.0
12861,New Private Cars,2015,901-1000 cc,Not available,Laois,0.0
12862,New Private Cars,2015,901-1000 cc,Not available,Leitrim,0.0
12863,New Private Cars,2015,901-1000 cc,Not available,Longford,0.0
12864,New Private Cars,2015,901-1000 cc,Not available,Louth,0.0
12865,New Private Cars,2015,901-1000 cc,Not available,Mayo,0.0
12866,New Private Cars,2015,901-1000 cc,Not available,Meath,0.0
12867,New Private Cars,2015,901-1000 cc,Not available,Monaghan,0.0
12868,New Private Cars,2015,901-1000 cc,Not available,Offaly,0.0
12869,New Private Cars,2015,901-1000 cc,Not available,Roscommon,0.0
12870,New Private Cars,2015,901-1000 cc,Not available,Sligo,0.0
12871,New Private Cars,2015,901-1000 cc,Not available,Westmeath,0.0
12872,New Private Cars,2015,901-1000 cc,Not available,Wexford,0.0
12873,New Private Cars,2015,901-1000 cc,Not available,Wicklow,0.0
12874,New Private Cars,2015,901-1000 cc,Not available,Limerick,0.0
12875,New Private Cars,2015,901-1000 cc,Not available,Waterford,0.0
12876,New Private Cars,2015,901-1000 cc,Not available,Tipperary,0.0
12877,New Private Cars,2015,901-1000 cc,Not available,Cork,0.0
12878,New Private Cars,2015,901-1000 cc,Not available,Dublin,0.0
12907,New Private Cars,2015,1001-1300 cc,Band  A,Carlow,89.0
12908,New Private Cars,2015,1001-1300 cc,Band  A,Cavan,70.0
12909,New Private Cars,2015,1001-1300 cc,Band  A,Clare,272.0
12910,New Private Cars,2015,1001-1300 cc,Band  A,Donegal,214.0
12911,New Private Cars,2015,1001-1300 cc,Band  A,Galway,503.0
12912,New Private Cars,2015,1001-1300 cc,Band  A,Kerry,228.0
12913,New Private Cars,2015,1001-1300 cc,Band  A,Kildare,514.0
12914,New Private Cars,2015,1001-1300 cc,Band  A,Kilkenny,201.0
12915,New Private Cars,2015,1001-1300 cc,Band  A,Laois,104.0
12916,New Private Cars,2015,1001-1300 cc,Band  A,Leitrim,45.0
12917,New Private Cars,2015,1001-1300 cc,Band  A,Longford,38.0
12918,New Private Cars,2015,1001-1300 cc,Band  A,Louth,193.0
12919,New Private Cars,2015,1001-1300 cc,Band  A,Mayo,169.0
12920,New Private Cars,2015,1001-1300 cc,Band  A,Meath,349.0
12921,New Private Cars,2015,1001-1300 cc,Band  A,Monaghan,77.0
12922,New Private Cars,2015,1001-1300 cc,Band  A,Offaly,83.0
12923,New Private Cars,2015,1001-1300 cc,Band  A,Roscommon,630.0
12924,New Private Cars,2015,1001-1300 cc,Band  A,Sligo,97.0
12925,New Private Cars,2015,1001-1300 cc,Band  A,Westmeath,148.0
12926,New Private Cars,2015,1001-1300 cc,Band  A,Wexford,328.0
12927,New Private Cars,2015,1001-1300 cc,Band  A,Wicklow,394.0
12928,New Private Cars,2015,1001-1300 cc,Band  A,Limerick,456.0
12929,New Private Cars,2015,1001-1300 cc,Band  A,Waterford,281.0
12930,New Private Cars,2015,1001-1300 cc,Band  A,Tipperary,283.0
12931,New Private Cars,2015,1001-1300 cc,Band  A,Cork,1391.0
12932,New Private Cars,2015,1001-1300 cc,Band  A,Dublin,4295.0
12934,New Private Cars,2015,1001-1300 cc,Band  B,Carlow,53.0
12935,New Private Cars,2015,1001-1300 cc,Band  B,Cavan,31.0
12936,New Private Cars,2015,1001-1300 cc,Band  B,Clare,119.0
12937,New Private Cars,2015,1001-1300 cc,Band  B,Donegal,70.0
12938,New Private Cars,2015,1001-1300 cc,Band  B,Galway,181.0
12939,New Private Cars,2015,1001-1300 cc,Band  B,Kerry,96.0
12940,New Private Cars,2015,1001-1300 cc,Band  B,Kildare,196.0
12941,New Private Cars,2015,1001-1300 cc,Band  B,Kilkenny,74.0
12942,New Private Cars,2015,1001-1300 cc,Band  B,Laois,42.0
12943,New Private Cars,2015,1001-1300 cc,Band  B,Leitrim,11.0
12944,New Private Cars,2015,1001-1300 cc,Band  B,Longford,13.0
12945,New Private Cars,2015,1001-1300 cc,Band  B,Louth,149.0
12946,New Private Cars,2015,1001-1300 cc,Band  B,Mayo,60.0
12947,New Private Cars,2015,1001-1300 cc,Band  B,Meath,184.0
12948,New Private Cars,2015,1001-1300 cc,Band  B,Monaghan,29.0
12949,New Private Cars,2015,1001-1300 cc,Band  B,Offaly,25.0
12950,New Private Cars,2015,1001-1300 cc,Band  B,Roscommon,603.0
12951,New Private Cars,2015,1001-1300 cc,Band  B,Sligo,24.0
12952,New Private Cars,2015,1001-1300 cc,Band  B,Westmeath,94.0
12953,New Private Cars,2015,1001-1300 cc,Band  B,Wexford,146.0
12954,New Private Cars,2015,1001-1300 cc,Band  B,Wicklow,119.0
12955,New Private Cars,2015,1001-1300 cc,Band  B,Limerick,202.0
12956,New Private Cars,2015,1001-1300 cc,Band  B,Waterford,240.0
12957,New Private Cars,2015,1001-1300 cc,Band  B,Tipperary,88.0
12958,New Private Cars,2015,1001-1300 cc,Band  B,Cork,796.0
12959,New Private Cars,2015,1001-1300 cc,Band  B,Dublin,2137.0
12961,New Private Cars,2015,1001-1300 cc,Band  C,Carlow,2.0
12962,New Private Cars,2015,1001-1300 cc,Band  C,Cavan,0.0
12963,New Private Cars,2015,1001-1300 cc,Band  C,Clare,0.0
12964,New Private Cars,2015,1001-1300 cc,Band  C,Donegal,0.0
12965,New Private Cars,2015,1001-1300 cc,Band  C,Galway,0.0
12966,New Private Cars,2015,1001-1300 cc,Band  C,Kerry,0.0
12967,New Private Cars,2015,1001-1300 cc,Band  C,Kildare,0.0
12968,New Private Cars,2015,1001-1300 cc,Band  C,Kilkenny,0.0
12969,New Private Cars,2015,1001-1300 cc,Band  C,Laois,2.0
12970,New Private Cars,2015,1001-1300 cc,Band  C,Leitrim,0.0
12971,New Private Cars,2015,1001-1300 cc,Band  C,Longford,1.0
12972,New Private Cars,2015,1001-1300 cc,Band  C,Louth,0.0
12973,New Private Cars,2015,1001-1300 cc,Band  C,Mayo,0.0
12974,New Private Cars,2015,1001-1300 cc,Band  C,Meath,0.0
12975,New Private Cars,2015,1001-1300 cc,Band  C,Monaghan,1.0
12976,New Private Cars,2015,1001-1300 cc,Band  C,Offaly,0.0
12977,New Private Cars,2015,1001-1300 cc,Band  C,Roscommon,0.0
12978,New Private Cars,2015,1001-1300 cc,Band  C,Sligo,2.0
12979,New Private Cars,2015,1001-1300 cc,Band  C,Westmeath,0.0
12980,New Private Cars,2015,1001-1300 cc,Band  C,Wexford,3.0
12981,New Private Cars,2015,1001-1300 cc,Band  C,Wicklow,3.0
12982,New Private Cars,2015,1001-1300 cc,Band  C,Limerick,0.0
12983,New Private Cars,2015,1001-1300 cc,Band  C,Waterford,1.0
12984,New Private Cars,2015,1001-1300 cc,Band  C,Tipperary,2.0
12985,New Private Cars,2015,1001-1300 cc,Band  C,Cork,2.0
12986,New Private Cars,2015,1001-1300 cc,Band  C,Dublin,16.0
12988,New Private Cars,2015,1001-1300 cc,Band  D,Carlow,0.0
12989,New Private Cars,2015,1001-1300 cc,Band  D,Cavan,0.0
12990,New Private Cars,2015,1001-1300 cc,Band  D,Clare,0.0
12991,New Private Cars,2015,1001-1300 cc,Band  D,Donegal,0.0
12992,New Private Cars,2015,1001-1300 cc,Band  D,Galway,0.0
12993,New Private Cars,2015,1001-1300 cc,Band  D,Kerry,0.0
12994,New Private Cars,2015,1001-1300 cc,Band  D,Kildare,0.0
12995,New Private Cars,2015,1001-1300 cc,Band  D,Kilkenny,0.0
12996,New Private Cars,2015,1001-1300 cc,Band  D,Laois,0.0
12997,New Private Cars,2015,1001-1300 cc,Band  D,Leitrim,0.0
12998,New Private Cars,2015,1001-1300 cc,Band  D,Longford,0.0
12999,New Private Cars,2015,1001-1300 cc,Band  D,Louth,0.0
13000,New Private Cars,2015,1001-1300 cc,Band  D,Mayo,0.0
13001,New Private Cars,2015,1001-1300 cc,Band  D,Meath,0.0
13002,New Private Cars,2015,1001-1300 cc,Band  D,Monaghan,0.0
13003,New Private Cars,2015,1001-1300 cc,Band  D,Offaly,0.0
13004,New Private Cars,2015,1001-1300 cc,Band  D,Roscommon,0.0
13005,New Private Cars,2015,1001-1300 cc,Band  D,Sligo,0.0
13006,New Private Cars,2015,1001-1300 cc,Band  D,Westmeath,0.0
13007,New Private Cars,2015,1001-1300 cc,Band  D,Wexford,0.0
13008,New Private Cars,2015,1001-1300 cc,Band  D,Wicklow,0.0
13009,New Private Cars,2015,1001-1300 cc,Band  D,Limerick,0.0
13010,New Private Cars,2015,1001-1300 cc,Band  D,Waterford,0.0
13011,New Private Cars,2015,1001-1300 cc,Band  D,Tipperary,0.0
13012,New Private Cars,2015,1001-1300 cc,Band  D,Cork,0.0
13013,New Private Cars,2015,1001-1300 cc,Band  D,Dublin,0.0
13015,New Private Cars,2015,1001-1300 cc,Band  E,Carlow,0.0
13016,New Private Cars,2015,1001-1300 cc,Band  E,Cavan,0.0
13017,New Private Cars,2015,1001-1300 cc,Band  E,Clare,0.0
13018,New Private Cars,2015,1001-1300 cc,Band  E,Donegal,0.0
13019,New Private Cars,2015,1001-1300 cc,Band  E,Galway,0.0
13020,New Private Cars,2015,1001-1300 cc,Band  E,Kerry,0.0
13021,New Private Cars,2015,1001-1300 cc,Band  E,Kildare,0.0
13022,New Private Cars,2015,1001-1300 cc,Band  E,Kilkenny,0.0
13023,New Private Cars,2015,1001-1300 cc,Band  E,Laois,0.0
13024,New Private Cars,2015,1001-1300 cc,Band  E,Leitrim,0.0
13025,New Private Cars,2015,1001-1300 cc,Band  E,Longford,0.0
13026,New Private Cars,2015,1001-1300 cc,Band  E,Louth,0.0
13027,New Private Cars,2015,1001-1300 cc,Band  E,Mayo,0.0
13028,New Private Cars,2015,1001-1300 cc,Band  E,Meath,0.0
13029,New Private Cars,2015,1001-1300 cc,Band  E,Monaghan,0.0
13030,New Private Cars,2015,1001-1300 cc,Band  E,Offaly,0.0
13031,New Private Cars,2015,1001-1300 cc,Band  E,Roscommon,0.0
13032,New Private Cars,2015,1001-1300 cc,Band  E,Sligo,0.0
13033,New Private Cars,2015,1001-1300 cc,Band  E,Westmeath,0.0
13034,New Private Cars,2015,1001-1300 cc,Band  E,Wexford,0.0
13035,New Private Cars,2015,1001-1300 cc,Band  E,Wicklow,0.0
13036,New Private Cars,2015,1001-1300 cc,Band  E,Limerick,0.0
13037,New Private Cars,2015,1001-1300 cc,Band  E,Waterford,0.0
13038,New Private Cars,2015,1001-1300 cc,Band  E,Tipperary,0.0
13039,New Private Cars,2015,1001-1300 cc,Band  E,Cork,0.0
13040,New Private Cars,2015,1001-1300 cc,Band  E,Dublin,0.0
13042,New Private Cars,2015,1001-1300 cc,Band  F,Carlow,0.0
13043,New Private Cars,2015,1001-1300 cc,Band  F,Cavan,0.0
13044,New Private Cars,2015,1001-1300 cc,Band  F,Clare,0.0
13045,New Private Cars,2015,1001-1300 cc,Band  F,Donegal,0.0
13046,New Private Cars,2015,1001-1300 cc,Band  F,Galway,0.0
13047,New Private Cars,2015,1001-1300 cc,Band  F,Kerry,0.0
13048,New Private Cars,2015,1001-1300 cc,Band  F,Kildare,0.0
13049,New Private Cars,2015,1001-1300 cc,Band  F,Kilkenny,0.0
13050,New Private Cars,2015,1001-1300 cc,Band  F,Laois,0.0
13051,New Private Cars,2015,1001-1300 cc,Band  F,Leitrim,0.0
13052,New Private Cars,2015,1001-1300 cc,Band  F,Longford,0.0
13053,New Private Cars,2015,1001-1300 cc,Band  F,Louth,0.0
13054,New Private Cars,2015,1001-1300 cc,Band  F,Mayo,0.0
13055,New Private Cars,2015,1001-1300 cc,Band  F,Meath,0.0
13056,New Private Cars,2015,1001-1300 cc,Band  F,Monaghan,0.0
13057,New Private Cars,2015,1001-1300 cc,Band  F,Offaly,0.0
13058,New Private Cars,2015,1001-1300 cc,Band  F,Roscommon,0.0
13059,New Private Cars,2015,1001-1300 cc,Band  F,Sligo,0.0
13060,New Private Cars,2015,1001-1300 cc,Band  F,Westmeath,0.0
13061,New Private Cars,2015,1001-1300 cc,Band  F,Wexford,0.0
13062,New Private Cars,2015,1001-1300 cc,Band  F,Wicklow,0.0
13063,New Private Cars,2015,1001-1300 cc,Band  F,Limerick,0.0
13064,New Private Cars,2015,1001-1300 cc,Band  F,Waterford,0.0
13065,New Private Cars,2015,1001-1300 cc,Band  F,Tipperary,0.0
13066,New Private Cars,2015,1001-1300 cc,Band  F,Cork,0.0
13067,New Private Cars,2015,1001-1300 cc,Band  F,Dublin,0.0
13069,New Private Cars,2015,1001-1300 cc,Band  G,Carlow,0.0
13070,New Private Cars,2015,1001-1300 cc,Band  G,Cavan,0.0
13071,New Private Cars,2015,1001-1300 cc,Band  G,Clare,0.0
13072,New Private Cars,2015,1001-1300 cc,Band  G,Donegal,0.0
13073,New Private Cars,2015,1001-1300 cc,Band  G,Galway,0.0
13074,New Private Cars,2015,1001-1300 cc,Band  G,Kerry,0.0
13075,New Private Cars,2015,1001-1300 cc,Band  G,Kildare,0.0
13076,New Private Cars,2015,1001-1300 cc,Band  G,Kilkenny,0.0
13077,New Private Cars,2015,1001-1300 cc,Band  G,Laois,0.0
13078,New Private Cars,2015,1001-1300 cc,Band  G,Leitrim,0.0
13079,New Private Cars,2015,1001-1300 cc,Band  G,Longford,0.0
13080,New Private Cars,2015,1001-1300 cc,Band  G,Louth,0.0
13081,New Private Cars,2015,1001-1300 cc,Band  G,Mayo,0.0
13082,New Private Cars,2015,1001-1300 cc,Band  G,Meath,0.0
13083,New Private Cars,2015,1001-1300 cc,Band  G,Monaghan,0.0
13084,New Private Cars,2015,1001-1300 cc,Band  G,Offaly,0.0
13085,New Private Cars,2015,1001-1300 cc,Band  G,Roscommon,0.0
13086,New Private Cars,2015,1001-1300 cc,Band  G,Sligo,0.0
13087,New Private Cars,2015,1001-1300 cc,Band  G,Westmeath,0.0
13088,New Private Cars,2015,1001-1300 cc,Band  G,Wexford,0.0
13089,New Private Cars,2015,1001-1300 cc,Band  G,Wicklow,0.0
13090,New Private Cars,2015,1001-1300 cc,Band  G,Limerick,0.0
13091,New Private Cars,2015,1001-1300 cc,Band  G,Waterford,0.0
13092,New Private Cars,2015,1001-1300 cc,Band  G,Tipperary,0.0
13093,New Private Cars,2015,1001-1300 cc,Band  G,Cork,0.0
13094,New Private Cars,2015,1001-1300 cc,Band  G,Dublin,0.0
13096,New Private Cars,2015,1001-1300 cc,Not available,Carlow,0.0
13097,New Private Cars,2015,1001-1300 cc,Not available,Cavan,0.0
13098,New Private Cars,2015,1001-1300 cc,Not available,Clare,0.0
13099,New Private Cars,2015,1001-1300 cc,Not available,Donegal,0.0
13100,New Private Cars,2015,1001-1300 cc,Not available,Galway,0.0
13101,New Private Cars,2015,1001-1300 cc,Not available,Kerry,0.0
13102,New Private Cars,2015,1001-1300 cc,Not available,Kildare,0.0
13103,New Private Cars,2015,1001-1300 cc,Not available,Kilkenny,0.0
13104,New Private Cars,2015,1001-1300 cc,Not available,Laois,0.0
13105,New Private Cars,2015,1001-1300 cc,Not available,Leitrim,0.0
13106,New Private Cars,2015,1001-1300 cc,Not available,Longford,0.0
13107,New Private Cars,2015,1001-1300 cc,Not available,Louth,0.0
13108,New Private Cars,2015,1001-1300 cc,Not available,Mayo,0.0
13109,New Private Cars,2015,1001-1300 cc,Not available,Meath,0.0
13110,New Private Cars,2015,1001-1300 cc,Not available,Monaghan,0.0
13111,New Private Cars,2015,1001-1300 cc,Not available,Offaly,0.0
13112,New Private Cars,2015,1001-1300 cc,Not available,Roscommon,0.0
13113,New Private Cars,2015,1001-1300 cc,Not available,Sligo,0.0
13114,New Private Cars,2015,1001-1300 cc,Not available,Westmeath,0.0
13115,New Private Cars,2015,1001-1300 cc,Not available,Wexford,0.0
13116,New Private Cars,2015,1001-1300 cc,Not available,Wicklow,0.0
13117,New Private Cars,2015,1001-1300 cc,Not available,Limerick,0.0
13118,New Private Cars,2015,1001-1300 cc,Not available,Waterford,0.0
13119,New Private Cars,2015,1001-1300 cc,Not available,Tipperary,1.0
13120,New Private Cars,2015,1001-1300 cc,Not available,Cork,0.0
13121,New Private Cars,2015,1001-1300 cc,Not available,Dublin,0.0
13150,New Private Cars,2015,1301-1400 cc,Band  A,Carlow,100.0
13151,New Private Cars,2015,1301-1400 cc,Band  A,Cavan,152.0
13152,New Private Cars,2015,1301-1400 cc,Band  A,Clare,184.0
13153,New Private Cars,2015,1301-1400 cc,Band  A,Donegal,274.0
13154,New Private Cars,2015,1301-1400 cc,Band  A,Galway,339.0
13155,New Private Cars,2015,1301-1400 cc,Band  A,Kerry,221.0
13156,New Private Cars,2015,1301-1400 cc,Band  A,Kildare,294.0
13157,New Private Cars,2015,1301-1400 cc,Band  A,Kilkenny,177.0
13158,New Private Cars,2015,1301-1400 cc,Band  A,Laois,91.0
13159,New Private Cars,2015,1301-1400 cc,Band  A,Leitrim,69.0
13160,New Private Cars,2015,1301-1400 cc,Band  A,Longford,87.0
13161,New Private Cars,2015,1301-1400 cc,Band  A,Louth,187.0
13162,New Private Cars,2015,1301-1400 cc,Band  A,Mayo,191.0
13163,New Private Cars,2015,1301-1400 cc,Band  A,Meath,260.0
13164,New Private Cars,2015,1301-1400 cc,Band  A,Monaghan,96.0
13165,New Private Cars,2015,1301-1400 cc,Band  A,Offaly,141.0
13166,New Private Cars,2015,1301-1400 cc,Band  A,Roscommon,308.0
13167,New Private Cars,2015,1301-1400 cc,Band  A,Sligo,93.0
13168,New Private Cars,2015,1301-1400 cc,Band  A,Westmeath,167.0
13169,New Private Cars,2015,1301-1400 cc,Band  A,Wexford,234.0
13170,New Private Cars,2015,1301-1400 cc,Band  A,Wicklow,191.0
13171,New Private Cars,2015,1301-1400 cc,Band  A,Limerick,349.0
13172,New Private Cars,2015,1301-1400 cc,Band  A,Waterford,244.0
13173,New Private Cars,2015,1301-1400 cc,Band  A,Tipperary,294.0
13174,New Private Cars,2015,1301-1400 cc,Band  A,Cork,1092.0
13175,New Private Cars,2015,1301-1400 cc,Band  A,Dublin,1968.0
13177,New Private Cars,2015,1301-1400 cc,Band  B,Carlow,12.0
13178,New Private Cars,2015,1301-1400 cc,Band  B,Cavan,23.0
13179,New Private Cars,2015,1301-1400 cc,Band  B,Clare,68.0
13180,New Private Cars,2015,1301-1400 cc,Band  B,Donegal,101.0
13181,New Private Cars,2015,1301-1400 cc,Band  B,Galway,175.0
13182,New Private Cars,2015,1301-1400 cc,Band  B,Kerry,58.0
13183,New Private Cars,2015,1301-1400 cc,Band  B,Kildare,142.0
13184,New Private Cars,2015,1301-1400 cc,Band  B,Kilkenny,50.0
13185,New Private Cars,2015,1301-1400 cc,Band  B,Laois,30.0
13186,New Private Cars,2015,1301-1400 cc,Band  B,Leitrim,17.0
13187,New Private Cars,2015,1301-1400 cc,Band  B,Longford,12.0
13188,New Private Cars,2015,1301-1400 cc,Band  B,Louth,51.0
13189,New Private Cars,2015,1301-1400 cc,Band  B,Mayo,54.0
13190,New Private Cars,2015,1301-1400 cc,Band  B,Meath,90.0
13191,New Private Cars,2015,1301-1400 cc,Band  B,Monaghan,22.0
13192,New Private Cars,2015,1301-1400 cc,Band  B,Offaly,33.0
13193,New Private Cars,2015,1301-1400 cc,Band  B,Roscommon,125.0
13194,New Private Cars,2015,1301-1400 cc,Band  B,Sligo,29.0
13195,New Private Cars,2015,1301-1400 cc,Band  B,Westmeath,45.0
13196,New Private Cars,2015,1301-1400 cc,Band  B,Wexford,64.0
13197,New Private Cars,2015,1301-1400 cc,Band  B,Wicklow,89.0
13198,New Private Cars,2015,1301-1400 cc,Band  B,Limerick,117.0
13199,New Private Cars,2015,1301-1400 cc,Band  B,Waterford,92.0
13200,New Private Cars,2015,1301-1400 cc,Band  B,Tipperary,78.0
13201,New Private Cars,2015,1301-1400 cc,Band  B,Cork,437.0
13202,New Private Cars,2015,1301-1400 cc,Band  B,Dublin,1263.0
13204,New Private Cars,2015,1301-1400 cc,Band  C,Carlow,0.0
13205,New Private Cars,2015,1301-1400 cc,Band  C,Cavan,0.0
13206,New Private Cars,2015,1301-1400 cc,Band  C,Clare,0.0
13207,New Private Cars,2015,1301-1400 cc,Band  C,Donegal,0.0
13208,New Private Cars,2015,1301-1400 cc,Band  C,Galway,1.0
13209,New Private Cars,2015,1301-1400 cc,Band  C,Kerry,2.0
13210,New Private Cars,2015,1301-1400 cc,Band  C,Kildare,5.0
13211,New Private Cars,2015,1301-1400 cc,Band  C,Kilkenny,1.0
13212,New Private Cars,2015,1301-1400 cc,Band  C,Laois,0.0
13213,New Private Cars,2015,1301-1400 cc,Band  C,Leitrim,0.0
13214,New Private Cars,2015,1301-1400 cc,Band  C,Longford,0.0
13215,New Private Cars,2015,1301-1400 cc,Band  C,Louth,0.0
13216,New Private Cars,2015,1301-1400 cc,Band  C,Mayo,0.0
13217,New Private Cars,2015,1301-1400 cc,Band  C,Meath,2.0
13218,New Private Cars,2015,1301-1400 cc,Band  C,Monaghan,0.0
13219,New Private Cars,2015,1301-1400 cc,Band  C,Offaly,1.0
13220,New Private Cars,2015,1301-1400 cc,Band  C,Roscommon,0.0
13221,New Private Cars,2015,1301-1400 cc,Band  C,Sligo,0.0
13222,New Private Cars,2015,1301-1400 cc,Band  C,Westmeath,0.0
13223,New Private Cars,2015,1301-1400 cc,Band  C,Wexford,3.0
13224,New Private Cars,2015,1301-1400 cc,Band  C,Wicklow,0.0
13225,New Private Cars,2015,1301-1400 cc,Band  C,Limerick,2.0
13226,New Private Cars,2015,1301-1400 cc,Band  C,Waterford,3.0
13227,New Private Cars,2015,1301-1400 cc,Band  C,Tipperary,1.0
13228,New Private Cars,2015,1301-1400 cc,Band  C,Cork,3.0
13229,New Private Cars,2015,1301-1400 cc,Band  C,Dublin,54.0
13231,New Private Cars,2015,1301-1400 cc,Band  D,Carlow,0.0
13232,New Private Cars,2015,1301-1400 cc,Band  D,Cavan,0.0
13233,New Private Cars,2015,1301-1400 cc,Band  D,Clare,0.0
13234,New Private Cars,2015,1301-1400 cc,Band  D,Donegal,0.0
13235,New Private Cars,2015,1301-1400 cc,Band  D,Galway,0.0
13236,New Private Cars,2015,1301-1400 cc,Band  D,Kerry,0.0
13237,New Private Cars,2015,1301-1400 cc,Band  D,Kildare,0.0
13238,New Private Cars,2015,1301-1400 cc,Band  D,Kilkenny,0.0
13239,New Private Cars,2015,1301-1400 cc,Band  D,Laois,0.0
13240,New Private Cars,2015,1301-1400 cc,Band  D,Leitrim,0.0
13241,New Private Cars,2015,1301-1400 cc,Band  D,Longford,0.0
13242,New Private Cars,2015,1301-1400 cc,Band  D,Louth,0.0
13243,New Private Cars,2015,1301-1400 cc,Band  D,Mayo,0.0
13244,New Private Cars,2015,1301-1400 cc,Band  D,Meath,0.0
13245,New Private Cars,2015,1301-1400 cc,Band  D,Monaghan,0.0
13246,New Private Cars,2015,1301-1400 cc,Band  D,Offaly,0.0
13247,New Private Cars,2015,1301-1400 cc,Band  D,Roscommon,0.0
13248,New Private Cars,2015,1301-1400 cc,Band  D,Sligo,0.0
13249,New Private Cars,2015,1301-1400 cc,Band  D,Westmeath,0.0
13250,New Private Cars,2015,1301-1400 cc,Band  D,Wexford,0.0
13251,New Private Cars,2015,1301-1400 cc,Band  D,Wicklow,0.0
13252,New Private Cars,2015,1301-1400 cc,Band  D,Limerick,0.0
13253,New Private Cars,2015,1301-1400 cc,Band  D,Waterford,0.0
13254,New Private Cars,2015,1301-1400 cc,Band  D,Tipperary,0.0
13255,New Private Cars,2015,1301-1400 cc,Band  D,Cork,0.0
13256,New Private Cars,2015,1301-1400 cc,Band  D,Dublin,1.0
13258,New Private Cars,2015,1301-1400 cc,Band  E,Carlow,0.0
13259,New Private Cars,2015,1301-1400 cc,Band  E,Cavan,0.0
13260,New Private Cars,2015,1301-1400 cc,Band  E,Clare,0.0
13261,New Private Cars,2015,1301-1400 cc,Band  E,Donegal,0.0
13262,New Private Cars,2015,1301-1400 cc,Band  E,Galway,0.0
13263,New Private Cars,2015,1301-1400 cc,Band  E,Kerry,0.0
13264,New Private Cars,2015,1301-1400 cc,Band  E,Kildare,0.0
