,Statistic,Year,Engine Capacity cc,Car Make,Emission Band,Licensing Authority,UNIT,VALUE
26221,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Donegal,Number,6.0
26222,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Galway,Number,10.0
26223,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Kerry,Number,4.0
26224,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Kildare,Number,10.0
26225,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Kilkenny,Number,2.0
26226,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Laois,Number,0.0
26227,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Leitrim,Number,1.0
26228,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Longford,Number,2.0
26229,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Louth,Number,8.0
26230,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Mayo,Number,10.0
26231,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Meath,Number,12.0
26232,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Monaghan,Number,2.0
26233,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Offaly,Number,4.0
26234,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Roscommon,Number,0.0
26235,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Sligo,Number,1.0
26236,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Westmeath,Number,6.0
26237,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Wexford,Number,6.0
26238,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Wicklow,Number,6.0
26239,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Limerick,Number,4.0
26240,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Waterford,Number,3.0
26241,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Tipperary,Number,10.0
26242,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Cork,Number,18.0
26243,Second Hand Private Cars,2016,>2400 cc,All makes,Not available,Dublin,Number,61.0
26244,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,All licensing authorities,Number,92508.0
26245,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Carlow,Number,1072.0
26246,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Cavan,Number,2079.0
26247,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Clare,Number,2686.0
26248,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Donegal,Number,5477.0
26249,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Galway,Number,5983.0
26250,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Kerry,Number,2500.0
26251,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Kildare,Number,4418.0
26252,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Kilkenny,Number,1532.0
26253,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Laois,Number,1403.0
26254,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Leitrim,Number,946.0
26255,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Longford,Number,1194.0
26256,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Louth,Number,3527.0
26257,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Mayo,Number,3225.0
26258,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Meath,Number,4337.0
26259,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Monaghan,Number,2277.0
26260,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Offaly,Number,1333.0
26261,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Roscommon,Number,1637.0
26262,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Sligo,Number,1545.0
26263,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Westmeath,Number,1883.0
26264,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Wexford,Number,2709.0
26265,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Wicklow,Number,2304.0
26266,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Limerick,Number,3245.0
26267,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Waterford,Number,1871.0
26268,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Tipperary,Number,3176.0
26269,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Cork,Number,8497.0
26270,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,All bands,Dublin,Number,21652.0
26271,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,All licensing authorities,Number,52284.0
26272,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Carlow,Number,634.0
26273,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Cavan,Number,1205.0
26274,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Clare,Number,1608.0
26275,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Donegal,Number,3106.0
26276,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Galway,Number,3425.0
26277,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Kerry,Number,1421.0
26278,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Kildare,Number,2564.0
26279,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Kilkenny,Number,912.0
26280,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Laois,Number,844.0
26281,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Leitrim,Number,529.0
26282,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Longford,Number,674.0
26283,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Louth,Number,2087.0
26284,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Mayo,Number,1799.0
26285,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Meath,Number,2441.0
26286,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Monaghan,Number,1349.0
26287,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Offaly,Number,788.0
26288,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Roscommon,Number,974.0
26289,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Sligo,Number,882.0
26290,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Westmeath,Number,1061.0
26291,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Wexford,Number,1575.0
26292,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Wicklow,Number,1192.0
26293,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Limerick,Number,1906.0
26294,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Waterford,Number,1026.0
26295,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Tipperary,Number,1907.0
26296,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Cork,Number,4774.0
26297,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  A,Dublin,Number,11601.0
26298,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,All licensing authorities,Number,26672.0
26299,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Carlow,Number,316.0
26300,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Cavan,Number,589.0
26301,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Clare,Number,712.0
26302,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Donegal,Number,1539.0
26303,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Galway,Number,1737.0
26304,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Kerry,Number,721.0
26305,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Kildare,Number,1275.0
26306,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Kilkenny,Number,393.0
26307,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Laois,Number,360.0
26308,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Leitrim,Number,288.0
26309,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Longford,Number,356.0
26310,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Louth,Number,987.0
26311,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Mayo,Number,907.0
26312,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Meath,Number,1242.0
26313,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Monaghan,Number,649.0
26314,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Offaly,Number,350.0
26315,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Roscommon,Number,438.0
26316,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Sligo,Number,461.0
26317,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Westmeath,Number,563.0
26318,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Wexford,Number,787.0
26319,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Wicklow,Number,720.0
26320,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Limerick,Number,930.0
26321,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Waterford,Number,546.0
26322,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Tipperary,Number,836.0
26323,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Cork,Number,2450.0
26324,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  B,Dublin,Number,6520.0
26325,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,All licensing authorities,Number,7314.0
26326,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Carlow,Number,67.0
26327,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Cavan,Number,193.0
26328,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Clare,Number,200.0
26329,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Donegal,Number,476.0
26330,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Galway,Number,443.0
26331,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Kerry,Number,172.0
26332,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Kildare,Number,333.0
26333,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Kilkenny,Number,118.0
26334,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Laois,Number,101.0
26335,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Leitrim,Number,83.0
26336,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Longford,Number,89.0
26337,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Louth,Number,254.0
26338,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Mayo,Number,263.0
26339,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Meath,Number,324.0
26340,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Monaghan,Number,167.0
26341,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Offaly,Number,105.0
26342,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Roscommon,Number,123.0
26343,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Sligo,Number,112.0
26344,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Westmeath,Number,140.0
26345,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Wexford,Number,192.0
26346,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Wicklow,Number,207.0
26347,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Limerick,Number,190.0
26348,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Waterford,Number,152.0
26349,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Tipperary,Number,221.0
26350,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Cork,Number,663.0
26351,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  C,Dublin,Number,1926.0
26352,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,All licensing authorities,Number,2774.0
26353,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Carlow,Number,25.0
26354,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Cavan,Number,53.0
26355,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Clare,Number,68.0
26356,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Donegal,Number,168.0
26357,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Galway,Number,151.0
26358,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Kerry,Number,66.0
26359,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Kildare,Number,108.0
26360,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Kilkenny,Number,45.0
26361,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Laois,Number,45.0
26362,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Leitrim,Number,19.0
26363,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Longford,Number,42.0
26364,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Louth,Number,96.0
26365,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Mayo,Number,110.0
26366,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Meath,Number,142.0
26367,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Monaghan,Number,55.0
26368,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Offaly,Number,42.0
26369,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Roscommon,Number,42.0
26370,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Sligo,Number,38.0
26371,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Westmeath,Number,45.0
26372,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Wexford,Number,47.0
26373,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Wicklow,Number,55.0
26374,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Limerick,Number,107.0
26375,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Waterford,Number,70.0
26376,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Tipperary,Number,89.0
26377,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Cork,Number,292.0
26378,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  D,Dublin,Number,754.0
26379,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,All licensing authorities,Number,1250.0
26380,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Carlow,Number,10.0
26381,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Cavan,Number,16.0
26382,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Clare,Number,34.0
26383,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Donegal,Number,58.0
26384,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Galway,Number,74.0
26385,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Kerry,Number,33.0
26386,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Kildare,Number,54.0
26387,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Kilkenny,Number,21.0
26388,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Laois,Number,20.0
26389,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Leitrim,Number,8.0
26390,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Longford,Number,14.0
26391,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Louth,Number,44.0
26392,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Mayo,Number,51.0
26393,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Meath,Number,63.0
26394,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Monaghan,Number,19.0
26395,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Offaly,Number,11.0
26396,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Roscommon,Number,22.0
26397,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Sligo,Number,19.0
26398,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Westmeath,Number,30.0
26399,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Wexford,Number,43.0
26400,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Wicklow,Number,39.0
26401,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Limerick,Number,39.0
26402,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Waterford,Number,17.0
26403,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Tipperary,Number,27.0
26404,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Cork,Number,123.0
26405,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  E,Dublin,Number,361.0
26406,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,All licensing authorities,Number,810.0
26407,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Carlow,Number,6.0
26408,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Cavan,Number,12.0
26409,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Clare,Number,15.0
26410,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Donegal,Number,45.0
26411,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Galway,Number,47.0
26412,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Kerry,Number,25.0
26413,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Kildare,Number,36.0
26414,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Kilkenny,Number,18.0
26415,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Laois,Number,13.0
26416,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Leitrim,Number,8.0
26417,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Longford,Number,6.0
26418,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Louth,Number,21.0
26419,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Mayo,Number,21.0
26420,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Meath,Number,53.0
26421,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Monaghan,Number,12.0
26422,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Offaly,Number,6.0
26423,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Roscommon,Number,10.0
26424,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Sligo,Number,9.0
26425,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Westmeath,Number,18.0
26426,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Wexford,Number,23.0
26427,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Wicklow,Number,29.0
26428,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Limerick,Number,28.0
26429,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Waterford,Number,14.0
26430,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Tipperary,Number,32.0
26431,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Cork,Number,81.0
26432,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  F,Dublin,Number,222.0
26433,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,All licensing authorities,Number,458.0
26434,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Carlow,Number,2.0
26435,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Cavan,Number,4.0
26436,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Clare,Number,12.0
26437,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Donegal,Number,18.0
26438,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Galway,Number,25.0
26439,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Kerry,Number,17.0
26440,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Kildare,Number,18.0
26441,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Kilkenny,Number,6.0
26442,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Laois,Number,3.0
26443,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Leitrim,Number,3.0
26444,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Longford,Number,4.0
26445,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Louth,Number,9.0
26446,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Mayo,Number,17.0
26447,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Meath,Number,16.0
26448,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Monaghan,Number,12.0
26449,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Offaly,Number,8.0
26450,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Roscommon,Number,7.0
26451,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Sligo,Number,7.0
26452,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Westmeath,Number,9.0
26453,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Wexford,Number,5.0
26454,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Wicklow,Number,19.0
26455,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Limerick,Number,10.0
26456,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Waterford,Number,16.0
26457,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Tipperary,Number,13.0
26458,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Cork,Number,61.0
26459,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Band  G,Dublin,Number,137.0
26460,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,All licensing authorities,Number,946.0
26461,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Carlow,Number,12.0
26462,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Cavan,Number,7.0
26463,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Clare,Number,37.0
26464,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Donegal,Number,67.0
26465,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Galway,Number,81.0
26466,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Kerry,Number,45.0
26467,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Kildare,Number,30.0
26468,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Kilkenny,Number,19.0
26469,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Laois,Number,17.0
26470,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Leitrim,Number,8.0
26471,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Longford,Number,9.0
26472,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Louth,Number,29.0
26473,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Mayo,Number,57.0
26474,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Meath,Number,56.0
26475,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Monaghan,Number,14.0
26476,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Offaly,Number,23.0
26477,Second Hand Private Cars,2017,All engine capacities with respect to private cars (cc),All makes,Not available,Roscommon,Number,21.0
